t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1685319750,25,1.702650,0.000000,0.000000,0.000000,events/second
1685319780,117,2.615892,0.000000,0.000000,0.000000,events/second
1685319810,145,1.939869,0.000000,0.000000,0.000000,events/second
1685319840,201,1.918560,0.000000,0.000000,0.000000,events/second
1685319870,229,1.699028,0.000000,0.000000,0.000000,events/second
1685319900,285,1.729366,0.000000,0.000000,0.000000,events/second
1685319930,345,1.770917,0.000000,0.000000,0.000000,events/second
1685320110,135,5.945558,0.000000,0.000000,0.000000,events/second
1685320140,247,4.681160,0.000000,0.000000,0.000000,events/second
1685320170,303,3.660216,0.000000,0.000000,0.000000,events/second
1685320200,415,3.679096,0.000000,0.000000,0.000000,events/second
1685320230,475,3.325813,0.000000,0.000000,0.000000,events/second
1685320260,639,3.697248,0.000000,0.000000,0.000000,events/second
1685320290,691,3.406595,0.000000,0.000000,0.000000,events/second
1685320320,803,3.448561,0.000000,0.000000,0.000000,events/second
1685320350,855,3.252574,0.000000,0.000000,0.000000,events/second
1685320380,959,3.274332,0.000000,0.000000,0.000000,events/second
1685320410,1019,3.155813,0.000000,0.000000,0.000000,events/second
1685320440,1207,3.420219,0.000000,0.000000,0.000000,events/second
1685320470,1263,3.298341,0.000000,0.000000,0.000000,events/second
1685320500,1375,3.329906,0.000000,0.000000,0.000000,events/second
1685320530,1431,3.230723,0.000000,0.000000,0.000000,events/second
1685320560,1555,3.287879,0.000000,0.000000,0.000000,events/second
1685320590,1671,3.322302,0.000000,0.000000,0.000000,events/second
1685320620,1779,3.337829,0.000000,0.000000,0.000000,events/second
1685320650,1835,3.259324,0.000000,0.000000,0.000000,events/second
1685320680,1943,3.276452,0.000000,0.000000,0.000000,events/second
1685320710,1999,3.208493,0.000000,0.000000,0.000000,events/second
1685320740,2107,3.226383,0.000000,0.000000,0.000000,events/second
1685320770,2163,3.166601,0.000000,0.000000,0.000000,events/second
1685320800,2275,3.190351,0.000000,0.000000,0.000000,events/second
1685320830,2331,3.136880,0.000000,0.000000,0.000000,events/second
1685320860,2443,3.159993,0.000000,0.000000,0.000000,events/second
1685320890,2499,3.111614,0.000000,0.000000,0.000000,events/second
1685320920,2611,3.133948,0.000000,0.000000,0.000000,events/second
1685320950,2742,3.176774,0.000000,0.000000,0.000000,events/second
1685320980,2907,3.254732,0.000000,0.000000,0.000000,events/second
1685321010,3035,3.287551,0.000000,0.000000,0.000000,events/second
1685321040,3207,3.364487,0.000000,0.000000,0.000000,events/second
1685321070,3263,3.318750,0.000000,0.000000,0.000000,events/second
1685321100,3375,3.330998,0.000000,0.000000,0.000000,events/second
1685321130,3463,3.319540,0.000000,0.000000,0.000000,events/second
1685330370,25,2.954189,0.000000,0.000000,0.000000,events/second
1685330400,25,0.648897,0.000000,0.000000,0.000000,events/second
1685330430,25,0.364706,0.000000,0.000000,0.000000,events/second
1685330460,25,0.253664,0.000000,0.000000,0.000000,events/second
1685330490,25,0.194448,0.000000,0.000000,0.000000,events/second
1685330520,25,0.157646,0.000000,0.000000,0.000000,events/second
1685330550,25,0.132559,0.000000,0.000000,0.000000,events/second
1685330580,25,0.114358,0.000000,0.000000,0.000000,events/second
1685330610,25,0.100553,0.000000,0.000000,0.000000,events/second
1685330640,25,0.089720,0.000000,0.000000,0.000000,events/second
1685330670,25,0.080995,0.000000,0.000000,0.000000,events/second
1685330700,25,0.073817,0.000000,0.000000,0.000000,events/second
1685330730,25,0.067808,0.000000,0.000000,0.000000,events/second
1685330760,25,0.062704,0.000000,0.000000,0.000000,events/second
1685330790,25,0.058314,0.000000,0.000000,0.000000,events/second
1685330820,25,0.054498,0.000000,0.000000,0.000000,events/second
1685330850,25,0.051151,0.000000,0.000000,0.000000,events/second
1685330880,25,0.048191,0.000000,0.000000,0.000000,events/second
1685330910,25,0.045555,0.000000,0.000000,0.000000,events/second
1685330940,25,0.043193,0.000000,0.000000,0.000000,events/second
1685330970,25,0.041064,0.000000,0.000000,0.000000,events/second
1685331000,25,0.039135,0.000000,0.000000,0.000000,events/second
1685331030,25,0.037379,0.000000,0.000000,0.000000,events/second
1685331060,25,0.035773,0.000000,0.000000,0.000000,events/second
1685331090,25,0.034300,0.000000,0.000000,0.000000,events/second
1685331120,25,0.032943,0.000000,0.000000,0.000000,events/second
1685331150,25,0.031690,0.000000,0.000000,0.000000,events/second
1685331180,25,0.030528,0.000000,0.000000,0.000000,events/second
1685331210,25,0.029449,0.000000,0.000000,0.000000,events/second
1685331240,25,0.028443,0.000000,0.000000,0.000000,events/second
1685331270,25,0.027504,0.000000,0.000000,0.000000,events/second
1685331301,25,0.026625,0.000000,0.000000,0.000000,events/second
1685331331,109,0.112490,0.000000,0.000000,0.000000,events/second
1685331361,145,0.145147,0.000000,0.000000,0.000000,events/second
1685331391,193,0.187561,0.000000,0.000000,0.000000,events/second
1685331421,229,0.216239,0.000000,0.000000,0.000000,events/second
1685331451,277,0.254358,0.000000,0.000000,0.000000,events/second
1685331481,313,0.279706,0.000000,0.000000,0.000000,events/second
1685331511,361,0.314175,0.000000,0.000000,0.000000,events/second
1685331541,397,0.336713,0.000000,0.000000,0.000000,events/second
1685331571,440,0.363921,0.000000,0.000000,0.000000,events/second
1685331601,481,0.388194,0.000000,0.000000,0.000000,events/second
1685331631,519,0.408957,0.000000,0.000000,0.000000,events/second
1685331661,565,0.434919,0.000000,0.000000,0.000000,events/second
1685331691,597,0.449177,0.000000,0.000000,0.000000,events/second
1685331721,649,0.477519,0.000000,0.000000,0.000000,events/second
1685331751,681,0.490238,0.000000,0.000000,0.000000,events/second
1685331781,733,0.516514,0.000000,0.000000,0.000000,events/second
1685331811,765,0.527900,0.000000,0.000000,0.000000,events/second
1685331841,817,0.552344,0.000000,0.000000,0.000000,events/second
1685331871,845,0.559911,0.000000,0.000000,0.000000,events/second
1685331901,901,0.585380,0.000000,0.000000,0.000000,events/second
1685331931,929,0.592027,0.000000,0.000000,0.000000,events/second
1685331961,1013,0.633447,0.000000,0.000000,0.000000,events/second
1685331991,1070,0.656768,0.000000,0.000000,0.000000,events/second
1685332021,1126,0.678642,0.000000,0.000000,0.000000,events/second
1685332051,1154,0.683163,0.000000,0.000000,0.000000,events/second
1685332081,1210,0.703810,0.000000,0.000000,0.000000,events/second
1685332111,1238,0.707739,0.000000,0.000000,0.000000,events/second
1685332141,1294,0.727273,0.000000,0.000000,0.000000,events/second
1685332171,1322,0.730686,0.000000,0.000000,0.000000,events/second
1685332201,1378,0.749210,0.000000,0.000000,0.000000,events/second
1685332231,1406,0.752163,0.000000,0.000000,0.000000,events/second
1685332261,1465,0.771343,0.000000,0.000000,0.000000,events/second
1685332291,1522,0.788890,0.000000,0.000000,0.000000,events/second
